Message,Code,Lines,Complexity
"Fix argument copying

When the trampoline copies the syscall arguments into the argument
array in the DTrace context structure, it was accidentally writing
them all to the argv[0] slot. This patch ensures that arguments
end up in the correct argv[] slots.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," static void syscall_trampoline(dt_pcb_t *pcb, int haspred)
 for (i = 0; i < pcb->pcb_pinfo.dtp_argc; i++) {
 instr = BPF_LOAD(BPF_DW, BPF_REG_0, BPF_REG_1, SCD_ARG(i));
 dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE, instr));
-instr = BPF_STORE(BPF_DW, BPF_REG_FP, DCTX_FP(DCTX_ARG(0)),
+instr = BPF_STORE(BPF_DW, BPF_REG_FP, DCTX_FP(DCTX_ARG(i)),
  BPF_REG_0);
 dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE, instr));
 }
",218,28
"Fix invalid use of %r2 after function call (it got clobbered)

Registers %r0 through %r5 get clobbered by function calls, regardless
of whether the called function touches them or not. This causes a
problem for the prologue implementation because it expected that it
could use %r2 after function call.

We now explicitly retrieve the value again (from the stack) and we
switch to using %r0 since we only use it as a temporary base pointer
in the next load instruction.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg_prologue(dt_pcb_t *pcb)
  * We read epid from dctx (struct dt_bpf_context) and store it in the
  * first 4 bytes of the output buffer. The next 4 bytes are padded
  * with 0s so that the next entry will be at a 8-byte boundary.
+ *
+ *lddw %r0, [%fp + DT_STK_DCTX]
+ *ldw %r0, [%r0 + DCTX_EPID]
+ *stw [%r9+0], %r0
+ *stw [%r9+4], 0
  */
+instr = BPF_LOAD(BPF_DW, BPF_REG_2, BPF_REG_FP, DT_STK_DCTX);
+dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE, instr));
 instr = BPF_LOAD(BPF_W, BPF_REG_0, BPF_REG_2, DCTX_EPID);
 dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE, instr));
 instr = BPF_STORE(BPF_W, BPF_REG_9, 0, BPF_REG_0);
",1813,315
"Ensure that the output buffer offset is rest between compilations

When the same clause was being compiled for two different probe specs,
the output output offset counter was not being reset, causing subsequent
compilations to store data at ever increasing offsets.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg(dt_pcb_t *pcb, dt_node_t *dnp)
 assert(pcb->pcb_dret == NULL);
 pcb->pcb_dret = dnp;
 
+pcb->pcb_bufoff = 0;
+
 if (dt_node_is_dynamic(dnp))
 dnerror(dnp, D_CG_DYN, ""expression cannot evaluate to result ""
 ""of dynamic type\n"");
",1814,315
"dt_cg_typecast() mistakenly computes srcsize as size of dst

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg_typecast(const dt_node_t *src, const dt_node_t *dst,
 if (dst->dn_ctfp == NULL && dst->dn_type == CTF_ERR)
 return;
 
-srcsize = dt_node_type_size(dst);
+srcsize = dt_node_type_size(src);
 dstsize = dt_node_type_size(dst);
 
 if (dt_node_is_scalar(dst) && (dstsize < srcsize ||
",1814,315
"test: adapt test suite for DTrace v2.0

While DTrace v2.0, based on BPF, is being ramped up, adapt the
test suite based on the functionality available at this point.

Quite a few tests are expected to fail. Indicate so with XFAIL
annotations.

Note that these tests
 test/stress/fbtsafety/tst.copyin.d
 test/stress/fbtsafety/tst.copyin2.d
 test/stress/fbtsafety/tst.shortstr.d
fail even when annotated XFAIL. So mark them SKIP instead.

As the newly XFAIL-marked tests start to pass, they will XPASS.
This will provide an indication that one can remove the XFAIL
annotations.

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>","
 /*
 * Oracle Linux DTrace.
- * Copyright (c) 2017, Oracle and/or its affiliates. All rights reserved.
+ * Copyright (c) 2017, 2020, Oracle and/or its affiliates. All rights reserved.
 * Licensed under the Universal Permissive License v 1.0 as shown at
 * http://oss.oracle.com/licenses/upl.
 */
+/* @@xfail: dtv2 */
 
 /*
 * Verify that a dtrace_addr2str() of the null pointer does not
",18,2
"Give error for lack of representative probe

When a probe specification could not be resolved into a representative
probe (i.e. all probes that match the specification have the same
attributes so we can pick any one of them to use during compilation),
we would get a SEGV.

Issue an error if no representative probe can be found, and mark it as
a future feature.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg(dt_pcb_t *pcb, dt_node_t *dnp)
 pcb,
 dnp->dn_pred != NULL);
 }
+/*
+ * FIXME: We should be able to handle this somehow or avoid
+ * it altogether. We need this to aovid a core dump.
+ */
+else
+xyerror(D_PROV_INCOMPAT, ""[Future feature] - ""
+""probe description %s:%s:%s:%s has no ""
+""representative probe\n"",
+pcb->pcb_pdesc->prv, pcb->pcb_pdesc->mod,
+pcb->pcb_pdesc->fun, pcb->pcb_pdesc->prb);
 
 if (dnp->dn_pred != NULL) {
 /*
",1776,315
"Add missing include in dt_bpf.c

With the addition of relocation resolving in dt_bpf.c, we need to
include port.h for build environments where R_BPF_64_64 etc is not
defined (older ELF headers).

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>","
 #include <dtrace.h>
 #include <dt_impl.h>
 #include <dt_probe.h>
+#include <port.h>
 
 #include <bpf.h>
 
",143,24
"Associate BPF programs with probes (as perf events)

Once a BPF program has been loaded successfully (i.e. the verifier has
accepted it), it needs to be associated (attached) to one or more
probes. Each probe represents a perf event (identified by a unique
numeric id), and that event must be created by means of the
perf_event_open() system call. The result (if successful) will be a
file descriptor that refers to the perf event for the probe. This fd
can be used to attach the BPF program (identified by a file descriptor)
to the perf event.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_probe_insert(dtrace_hdl_t *dtp, dt_provider_t *prov, const char *prv,
 prp->desc = desc;
 prp->prov = prov;
 prp->event_id = -1;
+prp->event_fd = -1;
 
 dt_htab_insert(dtp->dt_byprv, prp);
 dt_htab_insert(dtp->dt_bymod, prp);
",781,181
"Add the precompiled BPF function library as a build component

The previously added BPF function library source code is being replaced
by the source code in the bpf/ directory. It makes use of the new build
system support for compiling BPF code, thereby providing a better
integration with the DTrace build infrastructure.

(The build system changes for BPF code and this replacement for the
 previously monolithic bpf_dlib.c are inspired by a patch by Eugene Loh
 providing build time compilation of bpf_dlib.c.)

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>","
+// SPDX-License-Identifier: GPL-2.0
+/*
+ * Copyright (c) 2019, 2020, Oracle and/or its affiliates. All rights reserved.
+ */
+#include <linux/bpf.h>
+#include <stdint.h>
+#include <bpf-helpers.h>
+
+#ifndef noinline
+# define noinline__attribute__((noinline))
+#endif
+
+struct bpf_map_def gvars;
+
+noinline uint64_t dt_get_gvar(uint32_t id)
+{
+uint64_t*val;
+
+val = bpf_map_lookup_elem(&gvars, &id);
+return val ? *val : 0;
+}
",10,2
"add dt_bpf_map_update()

Add a convenience wrapper for updating elements in BPF maps.

Signed-off-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_bpf_gmap_create(dtrace_hdl_t *dtp, uint_t probec)
 /* FIXME: Need to put in the actual struct ref for probe info. */
 }
 
+/*
+ * Store the (key, value) pair in the map referenced by the given fd.
+ */
+int dt_bpf_map_update(int fd, const void *key, const void *val)
+{
+union bpf_attr attr;
+
+memset(&attr, 0, sizeof(attr));
+attr.map_fd = fd;
+attr.key = (uint64_t)(unsigned long)key;
+attr.value = (uint64_t)(unsigned long)val;
+attr.flags = 0;
+
+return bpf(BPF_MAP_UPDATE_ELEM, &attr);
+}
+
 /*
 * Perform relocation processing on a program.
 */
",188,32
"Introduce dt_calloc() for array allocations

Various places in the DTrace userspace implementation was using the
dt_alloc() and dt_zalloc() functions to allocate an array of objects.
This patch introduces dt_calloc() to do that.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_action_difconst(dtrace_actdesc_t *ap, uint_t id, dtrace_actkind_t kind)
 if (dp == NULL)
 longjmp(yypcb->pcb_jmpbuf, EDT_NOMEM);
 
-dp->dtdo_buf = dt_alloc(dtp, sizeof (dif_instr_t) * 2);
-
+dp->dtdo_buf = dt_calloc(dtp, 2, sizeof(dif_instr_t));
 if (dp->dtdo_buf == NULL) {
 dt_difo_free(dtp, dp);
 longjmp(yypcb->pcb_jmpbuf, EDT_NOMEM);
",1600,367
"Interrupting tracing should not yield an error (unless we failed)

Interrupting tracing (e.g. using Ctrl-C) would yield an error that
tracing couldn't be stopped. This was caused by a remnant of the
old dtrace code using an ioctl() to signal the kernel that tracing
should be stopped.

This error condition no longer occurs because we no longer use the
ioxtl(). Additional processing when tracing should be stopped is
yet to be implemented.

Orabug: 31220520
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dtrace_stop(dtrace_hdl_t *dtp)
 if (dtp->dt_stopped)
 return (0);
 
+#if 0
 if (dt_ioctl(dtp, DTRACEIOC_STOP, &dtp->dt_endedon) == -1)
 return (dt_set_errno(dtp, errno));
+#endif
 
 dtp->dt_stopped = 1;
 
+#if 0
 /*
  * Now that we're stopped, we're going to get status one final time.
  */
 if (dt_ioctl(dtp, DTRACEIOC_STATUS, &dtp->dt_status[gen]) == -1)
 return (dt_set_errno(dtp, errno));
+#endif
 
 if (dt_handle_status(dtp, &dtp->dt_status[gen ^ 1],
  &dtp->dt_status[gen]) == -1)
",205,68
"Remove obsolete dt_fd, dt_ftfd, and dt_fterr

Given that DTrace no longer makes use of the ioctl() interface to a
DTrace kernel component we can remove all references to these members
in dtrace_hdl_t. We retain dtrace_ctlfd() because it is part of the
public API, and dt_ioctl() because various parts of libdtrace still
need to rewritten to replace the ioctl() use.

Orabug: 31220516
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_vopen(int version, int flags, int *errp,
 dtp->dt_xlatemode = DT_XL_STATIC;
 dtp->dt_stdcmode = DT_STDC_XA;
 dtp->dt_version = version;
-dtp->dt_fd = -1;/* FIXME: will be removed later */
-dtp->dt_ftfd = -1;/* FIXME: will be removed later */
 dtp->dt_cdefs_fd = -1;
 dtp->dt_ddefs_fd = -1;
 dtp->dt_stdout_fd = -1;
 dtrace_close(dtrace_hdl_t *dtp)
 
 dt_pcap_destroy(dtp);
 
-if (dtp->dt_fd != -1)
-close(dtp->dt_fd);
-if (dtp->dt_ftfd != -1)
-close(dtp->dt_ftfd);
 if (dtp->dt_cdefs_fd != -1)
 close(dtp->dt_cdefs_fd);
 if (dtp->dt_ddefs_fd != -1)
 dtrace_close(dtrace_hdl_t *dtp)
 dt_debug_dump(0);
 }
 
+/*
+ * DTrace no longer uses an ioctl() interface to communicate with a DTrace
+ * kernel component. We retain this function because it is part of the
+ * libdtrace API.
+ */
 int
 dtrace_ctlfd(dtrace_hdl_t *dtp)
 {
-return (dtp->dt_fd);
+return -1;
 }
",927,107
"Introduce BEGIN and END probes as functions to probe for

Orabug: 31220513
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," static const struct {
 { DTRACEOPT_MAX, 0 }
 };
 
+void
+BEGIN_probe(void)
+{
+}
+
+void
+END_probe(void)
+{
+}
+
 void
 dtrace_sleep(dtrace_hdl_t *dtp)
 {
 dtrace_go(dtrace_hdl_t *dtp)
 dtrace_getopt(dtp, ""bufsize"", &size);
 dt_pebs_init(dtp, size);
 
+BEGIN_probe();
 #if 0
 if (dt_ioctl(dtp, DTRACEIOC_GO, &dtp->dt_beganon) == -1) {
 if (errno == EACCES)
 dtrace_stop(dtrace_hdl_t *dtp)
 return (dt_set_errno(dtp, errno));
 #endif
 
+END_probe();
+
 dtp->dt_stopped = 1;
 
 #if 0
",215,70
"Disable the printing of aggregations

Since aggregations are not supported yet in DTrace v2, and now that it
is possible to use the exit() action to end tracing, the auto-printing
of aggregations when tracing ends is commented out pending a working
implementation of aggregations.

Orabug: 31220520
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>","
 /*
 * Oracle Linux DTrace.
- * Copyright (c) 2006, 2019, Oracle and/or its affiliates. All rights reserved.
+ * Copyright (c) 2006, 2020, Oracle and/or its affiliates. All rights reserved.
 * Licensed under the Universal Permissive License v 1.0 as shown at
 * http://oss.oracle.com/licenses/upl.
 */
 main(int argc, char *argv[])
 
 oprintf(""\n"");
 
+#if 0
 if (!g_impatient) {
 if (dtrace_aggregate_print(g_dtp, g_ofp, NULL) == -1 &&
  dtrace_errno(g_dtp) != EINTR)
 dfatal(""failed to print aggregations"");
 }
+#endif
 
 for (i = 0; i < g_psc; i++)
 dtrace_proc_release(g_dtp, g_psv[i]);
",1109,269
"Provide a standard dt_strtab_copystr() function

Different parts in the DTrace source code were providing their own
custom copy string function to be passed to dt_strtab_write(). All
did essentially the same thing, so it is quite easy to provide a
single generic function to do this work. It is still possible to
use the dt_strtab_write() functionality with a more fancy copy
string function if needed.

Orabug: 31220525
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," dt_copyvar(dt_idhash_t *dhp, dt_ident_t *idp, dtrace_hdl_t *dtp)
 return (0);
 }
 
-static ssize_t
-dt_copystr(const char *s, size_t n, size_t off, dtrace_hdl_t *dtp)
-{
-memcpy(dtp->dt_strtab + off, s, n);
-return n;
-}
-
 #ifdef FIXME
 /*
 * Rewrite the xlate/xlarg instruction at dtdo_buf[i] so that the instruction's
 fail:
 longjmp(pcb->pcb_jmpbuf, EDT_NOMEM);
 
 dt_strtab_write(dtp->dt_ccstab,
-(dt_strtab_write_f *)dt_copystr, dtp);
+(dt_strtab_write_f *)dt_strtab_copystr,
+dtp->dt_strtab);
 dtp->dt_strlen = (uint32_t)n;
 
 dp->dtdo_strtab = dtp->dt_strtab;
",388,99
"Fix invalid memory access when looking for pid provider

The code to determine whether a provider name is a pid provider checks
whether the last character of the provider name is a digit. This worked
fine when the probe description name components were fixed-size character
arrays, but with the change to using allocated strings, this can result in
reading a byte *before* the allocated string if the string is an empty
string because.

Orabug: 31220517
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," dt_setcontext(dtrace_hdl_t *dtp, dtrace_probedesc_t *pdp)
  * On an error, dt_pid_create_probes() will set the error message
  * and tag -- we just have to longjmp() out of here.
  */
-if (isdigit(pdp->prv[strlen(pdp->prv) - 1]) &&
+if (pdp->prv && pdp->prv[0] &&
+ isdigit(pdp->prv[strlen(pdp->prv) - 1]) &&
  ((pvp = dt_provider_lookup(dtp, pdp->prv)) == NULL ||
  pvp->desc.dtvd_priv.dtpp_flags & DTRACE_PRIV_PROC) &&
  dt_pid_create_probes(pdp, dtp, yypcb) != 0) {
",1765,402
"Do not allocate a 0-size strtab

If there is no stirng data to be stored in a DIFO, we were allocating
a 0-size memory block. There is no need for that - we can just assign
NULL to the dtdo_strtab member.

In the case of the dt_link_stmt() code, we also happened to take the
dtdo_strlen value from the wrong DIFO (fdp instead of dp) causing a
0-size strtab to be allocated into which we then try to write actual
data. That caused memory corruption.

Orabug: 31220517
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," dt_link_stmt(dtrace_hdl_t *dtp, dtrace_prog_t *pgp, dtrace_stmtdesc_t *sdp,
  * Write out the new string table.
  */
 dp->dtdo_strlen = dt_strtab_size(stab);
-dp->dtdo_strtab = dt_zalloc(dtp, fdp->dtdo_strlen);
-if (dp->dtdo_strtab == NULL)
-goto fail;
-dt_strtab_write(stab, (dt_strtab_write_f *)dt_strtab_copystr,
-dp->dtdo_strtab);
+if (dp->dtdo_strlen > 0) {
+dp->dtdo_strtab = dt_zalloc(dtp, dp->dtdo_strlen);
+if (dp->dtdo_strtab == NULL)
+goto fail;
+dt_strtab_write(stab, (dt_strtab_write_f *)dt_strtab_copystr,
+dp->dtdo_strtab);
+} else
+dp->dtdo_strtab = NULL;
+
 dt_strtab_destroy(stab);
 
 /*
",1768,403
"Fix double-free of dt_datadesc_t structures

While the dt_datadesc_t structures were introduced with a reference
count (along with dt_datadesc_hold() and dt_datadesc_release() functions
to manage them), there was still a direct dt_free() of a dt_datadesc_t
structure in dtrace_stmt_destroy().

Orabug: 31220517
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," dt_datadesc_hold(dtrace_datadesc_t *ddp)
 ddp->dtdd_refcnt++;
 }
 
-static void
+void
 dt_datadesc_release(dtrace_hdl_t *dtp, dtrace_datadesc_t *ddp)
 {
 if (--ddp->dtdd_refcnt > 0)
",405,98
"Avoid valgrind warning about conditional jump based on uninitialized value

The dt_modsym_update_alt() has conditionals based on the content of
sym_name, which is initialized from a sscanf() statement. While the
implementation ensures that a value is assigned, valgrind does not seem
to know that. By providing a default initializer value, complaints go
away.

Orabug: 31220517
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>","
 /*
 * Oracle Linux DTrace.
- * Copyright (c) 2009, 2019, Oracle and/or its affiliates. All rights reserved.
+ * Copyright (c) 2009, 2020, Oracle and/or its affiliates. All rights reserved.
 * Licensed under the Universal Permissive License v 1.0 as shown at
 * http://oss.oracle.com/licenses/upl.
 */
 dt_modsym_update_alt(dtrace_hdl_t *dtp, const char *line)
 int sym_text;
 dt_module_t *dmp;
 dtrace_addr_range_t *range = NULL;
-char sym_name[KSYM_NAME_MAX];
+char sym_name[KSYM_NAME_MAX] = """";
 char mod_name[PATH_MAX] = ""vmlinux]"";/* note trailing ] */
 int skip = 0;
 
",1305,348
"Correct BPF context mentioned in comments in providers

The dtrace and FBT providers incorrectly mentioned 'scd' as the BPF
context passed to the dt_program(). It should be 'regs'.

Orabug: 31220516
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>"," static int dtrace_populate(dtrace_hdl_t *dtp)
 }
 
 /*
-* Generate a BPF trampoline for a dtrace probe (BEGIN, END, or ERROR).
+ * Generate a BPF trampoline for a dtrace probe (BEGIN, END, or ERROR).
 *
 * The trampoline function is called when a dtrace probe triggers, and it must
 * satisfy the following prototype:
 static void dtrace_trampoline(dt_pcb_t *pcb, int haspred)
 }
 
 /*
- * rc = dt_program(scd, dctx);
+ * rc = dt_program(regs, dctx);
  */
 idp = dt_dlib_get_func(pcb->pcb_hdl, ""dt_program"");
 assert(idp != NULL);
",136,13
"Ensure that both Ctrl-c and exit() terminate probing correctly

Probing can end in two ways: an exit() action or Ctrl-c. The main
difference is that exit() initiates the completion of probing from
a probe clause (producer) whereas Ctrl-c does so from the probe data
processing (consumer). In both cases, we want the END probe to fire
(if enabled), and we therefore must ensure that the code path that
trigger it is executed. This is done by ensuring that when an exit()
action is encountered the consumer ends tracing in a manner similar
it being interrupted (Ctrl-c).

Orabug: 31220520
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," typedef struct dtrace_cmd {
 #defineDMODE_LIST3/* compile program and list probes (-l) */
 #defineDMODE_HEADER4/* compile program for headergen (-h) */
 
+#define DONE_SAW_END1/* If END is not enabled, we pretend */
+#define DONE_SAW_EXIT2/* exit() action processed */
+
 #defineE_SUCCESS0
 #defineE_ERROR1
 #defineE_USAGE2
 main(int argc, char *argv[])
 g_newline = 0;
 }
 
-if (done || g_intr || (g_psc != 0 && g_pslive <= 0)) {
-done = 1;
+if (done == DONE_SAW_EXIT || g_intr ||
+ (g_psc != 0 && g_pslive <= 0)) {
+done = DONE_SAW_END;
 if (dtrace_stop(g_dtp) == -1)
 dfatal(""couldn't stop tracing"");
 }
 
 switch (dtrace_work(g_dtp, g_ofp, chew, chewrec, NULL)) {
 case DTRACE_WORKSTATUS_DONE:
-done = 1;
+if (done != DONE_SAW_END)
+done = DONE_SAW_EXIT;
 break;
 case DTRACE_WORKSTATUS_OKAY:
 break;
 main(int argc, char *argv[])
 
 if (g_ofp != NULL && fflush(g_ofp) == EOF)
 clearerr(g_ofp);
-} while (!done);
+} while (done != DONE_SAW_END);
 
 oprintf(""\n"");
 
",1111,270
"Set default switchrate

Orabug: 31220520
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," main(int argc, char *argv[])
 fatal(""failed to initialize dtrace: %s\n"",
  dtrace_errmsg(NULL, err));
 
-(void) dtrace_setopt(g_dtp, ""bufsize"", ""4m"");
-(void) dtrace_setopt(g_dtp, ""aggsize"", ""4m"");
+/*
+ * Set default options.
+ */
+dtrace_setopt(g_dtp, ""bufsize"", ""4m"");
+dtrace_setopt(g_dtp, ""aggsize"", ""4m"");
+dtrace_setopt(g_dtp, ""switchrate"", ""1s"");
 
 /*
  * The very first thing we do after buffer-size sanitization is run
",1112,270
"Ensure that local variables get a 0 value upon first load

Local variables are stored on the stack and BPF does not allow loading
from an uninitialized stack location. Since D expects variables to
have value 0 prior to first use, we can just pretend the load happened
and instead emit an instruction storing 0 in the destination register.

Orabug: 31220527
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg_load_var(dt_node_t *dst, dt_irlist_t *dlp, dt_regset_t *drp)
 
 idp->di_flags |= DT_IDFLG_DIFR;
 if (idp->di_flags & DT_IDFLG_LOCAL) {/* local var */
-instr = BPF_LOAD(BPF_DW, dst->dn_reg, BPF_REG_FP,
- DT_STK_LVAR(idp->di_id));
+/*
+ * If this is the first read for this local variable, we know
+ * the value is 0. This avoids storing an initial 0 value in
+ * the variable's stack location.
+ */
+if (!(idp->di_flags & DT_IDFLG_DIFW))
+instr = BPF_MOV_IMM(dst->dn_reg, 0);
+else
+instr = BPF_LOAD(BPF_DW, dst->dn_reg, BPF_REG_FP,
+ DT_STK_LVAR(idp->di_id));
+
 dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE, instr));
 } else if (idp->di_flags & DT_IDFLG_TLS) {/* TLS var */
 dt_regset_xalloc(drp, BPF_REG_1);
",1790,321
"Handle memory allocation failures when allocating trace buffers

Orabug: 31220517
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dtrace_go(dtrace_hdl_t *dtp)
 return dt_set_errno(dtp, errno);
 
 dtrace_getopt(dtp, ""bufsize"", &size);
-dt_pebs_init(dtp, size);
+if (dt_pebs_init(dtp, size) == -1)
+return dt_set_errno(dtp, EDT_NOMEM);
 
 BEGIN_probe();
 #if 0
",212,70
"Ensure that the buffer size is big enough for at least one sample

Orabug: 31220520
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>","
 #include <time.h>
 #include <libproc.h>
 #include <port.h>
+#include <linux/perf_event.h>
 #include <sys/epoll.h>
 
 static const struct {
 dtrace_go(dtrace_hdl_t *dtp)
 if (dtp->dt_poll_fd < 0)
 return dt_set_errno(dtp, errno);
 
+/*
+ * We need enough space for the pref_event_header, a 32-bit size, a
+ * 4-byte gap, and the largest trace data record we may be writing to
+ * the buffer. In other words, the buffer needs to be large enough to
+ * hold at least one perf-encapsulated trace data record.
+ */
 dtrace_getopt(dtp, ""bufsize"", &size);
+if (size == 0 ||
+ size < sizeof(struct perf_event_header) + sizeof(uint32_t) +
+ dtp->dt_maxreclen)
+return dt_set_errno(dtp, EDT_BUFTOOSMALL);
 if (dt_pebs_init(dtp, size) == -1)
 return dt_set_errno(dtp, EDT_NOMEM);
 
",217,72
"Fix various memory leaks

Testing dtrace with valgrind identified a bunch of significant memory
leaks. These have been fixed.

There is still some loss of memory due to string elements in probe
descriptions not consistently using strdup() to ensure that they can
be freed when no longer needed, and also in the buffer handling in
the lexer. These are left for future investigation and resolution.

Orabug: 31386368
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>
Reviewed-by: Eugene Loh <eugene.loh@oracle.com>
Reviewed-by: Kris Van Hees <kris.van.hees@oracle.com>"," chew(const dtrace_probedata_t *data, void *arg)
 if (!g_flowindent) {
 if (!g_quiet) {
 size_t len = strlen(pd->fun) + strlen(pd->prb) + 2;
-char *name = malloc(len);
+char *name = alloca(len);
 
 if (name == NULL)
 fatal(""failed to allocate memory for name"");
 main(int argc, char *argv[])
 dtrace_proc_release(g_dtp, g_psv[i]);
 
 dtrace_close(g_dtp);
+
+free(g_argv);
+free(g_cmdv);
+free(g_psv);
+
 return (g_status);
 }
",1115,270
"Implement first set of builtin variables

Variables that are currently implemented:

	arg0 .. arg9
	curthread
	pid
	tid
	uid
	gid

Orabug: 31221984
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_cg_load_var(dt_node_t *dst, dt_irlist_t *dlp, dt_regset_t *drp)
 if (dt_regset_xalloc_args(drp) == -1)
 longjmp(yypcb->pcb_jmpbuf, EDT_NOREG);
 if (idp->di_id < DIF_VAR_OTHER_UBASE) {/* built-in var */
-instr = BPF_MOV_IMM(BPF_REG_1, idp->di_id);
+instr = BPF_LOAD(BPF_DW, BPF_REG_1,
+ BPF_REG_FP, DT_STK_DCTX);
+dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE,
+ instr));
+instr = BPF_MOV_IMM(BPF_REG_2, idp->di_id);
 dt_irlist_append(dlp, dt_cg_node_alloc(DT_LBL_NONE,
  instr));
 idp = dt_dlib_get_func(yypcb->pcb_hdl, ""dt_get_bvar"");
",1857,340
"Fix references to BPF maps.

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>","
 # define noinline__attribute__((noinline))
 #endif
 
-struct bpf_map_def gvars;
+extern struct bpf_map_def gvars;
 
 noinline uint64_t dt_get_gvar(uint32_t id)
 {
",10,2
"Fix SEGV when dt_set_errmsg() is called outside of compilation

Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," dt_set_errmsg(dtrace_hdl_t *dtp, const char *errtag, const char *region,
 s = dtp->dt_errmsg;
 n = sizeof (dtp->dt_errmsg);
 
-if (errtag != NULL && (yypcb->pcb_cflags & DTRACE_C_ETAGS))
+if (errtag != NULL && ((dtp->dt_cflags & DTRACE_C_ETAGS) ||
+ (yypcb && yypcb->pcb_cflags & DTRACE_C_ETAGS)))
 (void) snprintf(s, n, ""[%s] "", errtag);
 else
 s[0] = '\0';
",180,30
"Integrate the predicate (if any) into the main program.

The predicate was generated as a function, called from the provider
trampoline. This poses a problem when the DTrace BPF context needs
to be accessed within the predicate code (e.g. when referencing a
builtin variable).

The new implementation integrates the predicate (if any) into the
actual main program.

Orabug: 31414309
Signed-off-by: Kris Van Hees <kris.van.hees@oracle.com>"," static dtrace_attribute_tdt_bpf_attr = DT_ATTR_STABCMN;
 
 static const dt_ident_tdt_bpf_symbols[] = {
 /* BPF built-in functions */
-DT_BPF_SYMBOL(dt_predicate, DT_IDENT_FUNC),
 DT_BPF_SYMBOL(dt_program, DT_IDENT_FUNC),
 /* BPF library (external) functions */
 DT_BPF_SYMBOL(dt_get_bvar, DT_IDENT_SYMBOL),
",789,182
