,Function,Original Comment,Predicted comment
869,def wrap cls value ''' some property types need to wrap their values in special containers etc ''' if isinstance value list if isinstance value return value else return value else return value ,some property types need to wrap their values in special containers etc , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column column name is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a
870,def intersection self other return the intersection of this rdd and another one the output will not contain any duplicate elements even if the input rdds did note this method performs a shuffle internally rdd1 sc parallelize 1 10 2 3 4 5 sc parallelize 1 6 2 3 7 8 rdd1 intersection collect 1 2 3 return self map lambda v v none cogroup other map lambda v v none filter lambda k vs all k vs 1 keys ,return the intersection of this rdd and another one the output will not contain any duplicate elements even if the input rdds did note this method performs a shuffle internally rdd1 sc parallelize 1 10 2 3 4 5 sc parallelize 1 6 2 3 7 8 rdd1 intersection collect 1 2 3 , returns a list of class instances instances
871,def write self to write helper to call encode before writing to file for python 3 compat self file write to write encode self encoding or self default encoding ,helper to call encode before writing to file for python 3 compat , returns a list of class instances instances instances fields of a list of class instances instances
872,def bar it label width 32 hide none empty char bar empty char filled char bar filled char expected size none every 1 count len it if expected size is none else expected size with bar label label width width hide hide empty char bar empty char filled char bar filled char expected size count every every as bar for i item in enumerate it yield item bar show i 1 ,progress iterator wrap your iterables with it , returns a list of strings if a dictionary is a dictionary of a dictionary of a dictionary of a dictionary of objects objects
873,def sort topk x k sort a dictionary of classes and corresponding according to the then truncate to the highest 'k' classes y sorted x items key lambda x x 1 reverse true k return 'class' i 0 i 1 for i in y ,sort a dictionary of classes and corresponding according to the then truncate to the highest 'k' classes , returns a list of class instances instances
874,def init io module plist ctypes pointer ctypes c void p size ctypes c uint check call lib ctypes byref size ctypes byref plist module obj sys modules name for i in range size value hdl ctypes c void p plist i dataiter make io iterator hdl setattr module obj dataiter name dataiter ,list and add all the data iterators to current module , returns a list of class instances instances
875,def int values self shape return uniformly distributed integers between 0 and 100 return self state randint low 0 high 100 size shape astype 'int64' ,return uniformly distributed integers between 0 and 100 , returns a list of class instances instances instances instances of a list of class instances instances
876,def self name ret libxml2mod self o name if ret is none raise treeerror failed' tmp xmlentity obj ret return tmp ,do an entity lookup in the dtd entity hash table and , returns a list of class instances instances instances instances of a list of class instances instances instances
877,def all bases type returns type and all of its bases in the order of their distance from type assert isinstance type basestring result while type result append type type types type 'base' return result ,returns type and all of its bases in the order of their distance from type , returns a list of class instances instances instances instances of each property that is a valid node
878,def summary self name none return a representation deprecated 0 23 0 warnings warn 'summary' is deprecated and will be removed in a future version futurewarning stacklevel 2 return self summary name ,return a representation deprecated 0 23 0 , returns a list of class instances instances
879,def jtime self timestamp convert datetime or unix timestamp into time if isinstance timestamp datetime timestamp time mktime timestamp timetuple return self sc jvm time long timestamp 1000 ,convert datetime or unix timestamp into time , returns a list of class pyspark instances instances
880,def self start collecting stats for current batch call before calling forward if self step self interval 0 for exe in self exes for array in exe arg arrays array wait to read for array in exe aux arrays array wait to read self queue self activated true self step 1 ,collecting stats for current batch call before calling forward , returns a list of class instances instances instances fields returns a list of class instances instances
881,def model path cls project location model return google api core path template expand projects project locations location models model project project location location model model ,return a fully qualified model string , returns a list of class google cloud bigquery api reference reference instance
882,def parse json self values json override existing hyperparameter values parsing new values from a json object args values json string containing a json object of name value pairs returns the hparams instance raises keyerror if a hyperparameter in values json doesn't exist valueerror if values json cannot be parsed values map json loads values json return self override from dict values map ,override existing hyperparameter values parsing new values from a json object args values json string containing a json object of name value pairs returns the hparams instance raises keyerror if a hyperparameter in values json doesn't exist valueerror if values json cannot be parsed , parse a string from a string args page a string returns a string
883,def on epoch end self epoch int num batch int smooth loss tensor last metrics metricslist kwargs any bool save epoch info num batch smooth loss metrics self nb batches append num batch if last metrics is not none self val losses append last metrics 0 else last metrics if self no val else none if len last metrics 1 self metrics append last metrics 1 self format stats epoch smooth loss last metrics ,save epoch info num batch smooth loss metrics , add a new node to a node this is a list of strings
884,def as tuple ireq pulls out the name str version str extras str tuple from the pinned installrequirement if not is pinned requirement ireq raise typeerror expected a pinned installrequirement got format ireq name key from req ireq req version first ireq specifier specs spec 1 extras tuple sorted ireq extras return name version extras ,pulls out the name str version str extras str tuple from the pinned installrequirement , returns a list of class google cloud bigquery bigquery instance instance instance returns a list of class google cloud bigquery query schemafield a dictionary of a dictionary of a dictionary
885,def pip version self get the pip version in the environment useful for knowing which args we can use when installing from vendor packaging version import parse as parse version pip next iter pkg for pkg in self get installed packages if pkg key pip none if pip is not none pip version parse version pip version return parse version 18 0 ,get the pip version in the environment useful for which args we can use when installing , returns a list of class google cloud bigquery bigquery instance instance instance with a list of class google cloud bigquery page page a page a dictionary of a dictionary of this instance
886,def write config file value key value writes an environment variable configuration to the current config file this will be read in on the next restart the config file is created if not present note the variables will not take effect until after restart filename get config file config configparser config read filename section environment if not config has section section config add section section config set section key value with open filename 'w' as config file config write config file ,writes an environment variable configuration to the current config file this will be read in on the next restart the config file is created if not present note the variables will not take effect until after restart , returns a list of class google cloud bigquery api representation instance instance returns a list of class google cloud bigquery api representation instance
887,def log uniform low high size optional list int none floatortensor draw 1 or shape size random floats from uniform dist min log low max log high res uniform log low log high size return exp res if size is none else res exp ,draw 1 or shape size random floats from uniform dist min log low max log high , convert a string to a string if possible
888,def total bytes processed self return total bytes processed from job statistics if present see https cloud google com bigquery docs reference rest v2 jobs statistics query rtype int or none returns total bytes processed by the job or none if job is not yet complete result self job statistics get if result is not none result int result return result ,return total bytes processed from job statistics if present see https cloud google com bigquery docs reference rest v2 jobs statistics query rtype int or none returns total bytes processed by the job or none if job is not yet complete , returns a list of class instances
889,def schemavalidatectxt self reader options use w3c xsd schema context to validate the document as it is processed activation is only possible before the first read if ctxt is none then xml schema validation is deactivated if reader is none reader o none else reader o reader o ret libxml2mod xmltextreaderschemavalidatectxt reader o self o options return ret ,use w3c xsd schema context to validate the document as it is processed activation is only possible before the first read if ctxt is none then xml schema validation is deactivated , returns a list of class instances instances instances fields returns a list of class instances instances
890,def render headers self renders the headers for this request field lines sort keys 'content disposition' 'content type' 'content location' for sort key in sort keys if self headers get sort key false lines append ' s s' sort key self headers sort key for header name header value in self headers items if header name not in sort keys if header value lines append ' s s' header name header value lines append ' r n' return ' r n' join lines ,renders the headers for this request field , returns a list of class instances instances
891,def hide me tb g globals base tb tb try while tb and tb tb frame f globals is not g tb tb tb next while tb and tb tb frame f globals is g tb tb tb next except exception as e logging exception e tb base tb if not tb tb base tb return tb ,hide stack traceback of given stack , returns a list of strings if a list of objects is a list of class google cloud bigtable types types types returns a list of class instances
892,def product path cls project location product return google api core path template expand projects project locations location products product project project location location product product ,return a fully qualified product string , returns a list of class google cloud bigquery api reference instance instance
893,def generate examples self data file target language self builder config target language with tf io gfile gfile data file as f for i line in enumerate f line parts line strip split t if len line parts 2 raise valueerror wrong data format in line the line ' ' does not have exactly one delimiter format i line source target line parts 0 strip line parts 1 strip yield en source target language target ,this function returns the examples in the raw text form , returns a list of class names
894,def format requirement ireq generic formatter for pretty printing installrequirements to the terminal in a less verbose way than using its str method if ireq editable line e format ireq link else line requirement to str lowercase name ireq req if str ireq req marker str ireq markers if not ireq req marker line format line ireq markers else name markers line split 1 markers markers strip line and format name markers ireq markers return line ,generic formatter for pretty printing installrequirements to the terminal in a less verbose way than using its str method , convert a string to a string if possible
895,def set self none set the internal flag to true all waiters are calling wait once the flag is set will not block if not self value self value true for in self waiters if not done set result none ,set the internal flag to true all waiters are calling wait once the flag is set will not block , returns a list of class instances
896,def validatedocumentfinal self doc does the final step for the document validation once all the incremental validation steps have been completed basically it does the following checks described by the xml rec check all the idref idrefs attributes definition for validity if doc is none doc o none else doc o doc o ret libxml2mod xmlvalidatedocumentfinal self o doc o return ret ,does the final step for the document validation once all the incremental validation steps have been completed basically it does the following checks described by the xml rec check all the idref idrefs attributes definition for validity , returns a list of class instances instances instances fields returns a list of class instances instances
897,def join images img files out file images pil image open f for f in img files joined pil image new 'rgb' sum i size 0 for i in images max i size 1 for i in images left 0 for img in images joined paste im img box left 0 left left img size 0 joined save out file ,join the list of images into the out file , returns a list of class google cloud bigquery model schemafield a list of class google cloud bigquery bigquery reference reference rest v2 jobs configuration query tabledefinitions schema schema schema schema schema of class google cloud datastore page page param page a page that holds configuration in use type page class google api core page page iterator param page a page that is currently in use type page class google api core page page page param page a page that holds configuration type page class google cloud datastore page page param page a page
898,def quit self the driver and closes every associated window usage driver quit try self execute command quit finally self stop client self command executor close ,quits the driver and closes every associated window usage driver quit , returns a list of class instances instances instances fields returns a list of class instances instances
899,def fill self background shape img return a proper background image of background shape given img args background shape tuple a shape h w img an image returns a background image background shape tuple background shape return self fill background shape img ,return a proper background image of background shape given img args background shape tuple a shape h w img an image returns a background image , returns a list of class instances instances instances fields returns a list of class instances instances
900,def dump text self filename save dataset to a text file this format cannot be loaded back in by lightgbm but is useful for debugging purposes parameters filename string name of the output file returns self dataset returns self safe call lib lgbm self construct handle c str filename return self ,save dataset to a text file this format cannot be loaded back in by lightgbm but is useful for debugging purposes parameters filename string name of the output file returns self dataset returns self , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigtable bigquery instance instance returns a list of class google cloud bigtable bigtable copy instance
901,def issue line issue template ' number tags title ' tags issue tags issue params 'title' issue 'title' capitalize rstrip ' ' issue ' ' join ' ' format tag for tag in tags ' ' if tags else '' return template format params ,returns log line for given issue , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary
902,def reset non empty self indices reset the batch of environments args indices the batch indices of the environments to reset defaults to all returns batch tensor of the new observations observ tf py func self batch env reset indices self observ dtype name reset observ set shape indices get shape concatenate self observ shape with tf control dependencies tf scatter update self observ indices observ return tf identity observ ,reset the batch of environments args indices the batch indices of the environments to reset defaults to all returns batch tensor of the new observations , returns a list of class instances instances instances instances of a list of class instances instances instances
903,def run self series exponent none ''' type series list type exponent int rtype float ''' try return self series exponent except exception as e print error s e ,type series list type exponent int rtype float , returns a list of class instances instances instances
904,def sink storage client to delete bucket sink storage setup client to delete append bucket sink name robots storage d millis filter textpayload robot start sink storage create destination storage googleapis com s bucket name sink client sink sink name filter filter destination destination assert not sink exists api call sink create api call assert sink exists api call end sink storage create to delete insert 0 sink ,sink log entries to storage , returns a list of class google cloud bigquery bigquery instance instance
905,def layers distance list a list b len a len list a len b len list b f np zeros len a 1 len b 1 f 1 1 0 for i in range 1 len a f i 1 i 1 for j in range 1 len b f 1 j j 1 for i in range len a for j in range len b f i j min f i j 1 1 f i 1 j 1 f i 1 j 1 layer distance list a i list b j return f len a 1 len b 1 ,the distance between the layers of two neural networks , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list
906,def self name search in the variable array of the context for the given variable value ret libxml2mod self o name if ret is none raise xpatherror failed' return xpathobjectret ret ,search in the variable array of the context for the given variable value , returns a list of class instances instances instances instances of a list of class instances instances instances
907,def key keytype start end '''check number return and and keytype error schema type error key keytype name and lambda n start n end error schema range error key ' s s ' start end ,check number range , returns a list of class names
908,def is empty self return not self breakpoint and not self code analysis and not self todo and not self ,return whether the block of user data is empty , returns a list of class instances instances instances instances of a list of class instances instances instances
909,def train eval train and eval the model global global global net x train y train x test y test train net fit x x train y y train batch size args batch size validation data x test y test epochs args epochs shuffle true callbacks sendmetrics earlystopping min delta 0 001 patience 10 tensorboard log dir tensorboard dir trial report final acc to tuner acc net evaluate x test y test logger debug final result is 3f acc nni report final result acc ,train and eval the model , returns a list of class instances instances instances instances of a list of class instances instances
910,def self axis 0 dropna true  return series with number of observations over requested axis   args  axis 0 or 'index' 1 or 'columns' default 0 dropna boolean default true  returns  series  axis self get axis number axis if axis is not none else 0 return self reduce dimension  self query compiler axis axis dropna dropna  ,return series with number of observations over requested axis  args  axis 0 or 'index' 1 or default dropna boolean default returns  series , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age spark spark select age 2 2 2 2 2 2 2 2 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems 1
911,def created self datetime at which the job was created rtype datetime datetime or nonetype returns the creation time none until set from the server statistics self properties get statistics if statistics is not none millis statistics get creationtime if millis is not none return helpers datetime from microseconds millis 1000 0 ,datetime at which the job was created rtype datetime datetime or nonetype returns the creation time none until set from the server , returns a list of class instances instances
912,def get retry after self response retry after response retry after if retry after is none return none return self parse retry after retry after ,get the value of retry after in seconds , returns a list of strings if a dictionary is a dictionary of a dictionary of a dictionary of objects
913,def self ''' type int rtype int ''' i 0 cont true while cont if int int math pow 2 i 1 cont false else i 1 return int i 1 ,type int rtype int , returns a list of class instances instances instances instances
914,def get rules returns all enabled rules rtype rule paths rule path for path in get rules import paths for rule path in sorted path glob ' py' return sorted get loaded rules paths key lambda rule rule priority ,returns all enabled rules rtype rule , returns a list of class names
915,def trim front strings trims zeros and decimal points trimmed strings while len strings 0 and all x 0 ' ' for x in trimmed trimmed x 1 for x in trimmed return trimmed ,trims zeros and decimal points , returns a list of class instances instances instances instances of a list of class instances instances
916,def remove deprecated options self old version   remove options which are present in the ini file but not in  old defaults self load old defaults old version  for section in old defaults sections  for option in old defaults items section raw self raw  if self get default section option is nodefault  try  self remove option section option  if len self items section raw self raw 0  self remove section section  except cp nosectionerror  self remove section section ,remove options which are present in the ini file but not in defaults , returns a list of class instances instances instances instances of a list of class instances instances
917,def register plugin self self profiler sig edit goto connect self main editor load self profiler redirect stdio connect self main redirect internalshell stdio self main add dockwidget self profiler act create action self profile icon self get plugin icon triggered self run profiler profiler act setenabled is profiler installed self register shortcut profiler act context profiler name run profiler self main run menu actions profiler act self main editor dependent actions profiler act ,register plugin in spyder's main window , returns a list of class instances instances instances instances of a list of class instances instances
918,def n function or phi function time complexity o sqrt n result n for i in range 2 int n 0 5 1 if n i 0 while n i 0 n i result result i if n 1 result result n return result ,function or phi function time complexity o sqrt n , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age spark spark select age 2 2 2 2 2 2 2 2 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd
919,def validate name name pre flight bucket name validation type name str or data nonetype param name proposed bucket name rtype str or data nonetype returns name if valid if name is none return the first and las characters must be alphanumeric if not all name 0 isalnum name 1 isalnum raise valueerror bucket names must start and end with a number or letter return name ,pre flight bucket name validation type name str or data nonetype param name bucket name rtype str or data nonetype returns name if valid , returns a list of class instances
920,def softmax average pooling class label top body output targets model hparams vocab size del targets unused arg with tf variable scope softmax average pooling onehot class label modality d d vocab size model hparams hidden size x body output x tf reduce mean x axis 1 keepdims true return tf layers dense x vocab size ,loss for class label , returns a list of class pyspark instances instances
921,def rindex sequence sequence t obj t int return zero based index in the sequence of the last item whose value is equal to obj raises a valueerror if there is no such item parameters sequence sequence t obj t returns zero based index associated to the position of the last item equal to obj for i in range len sequence 1 1 1 if sequence i obj return i raise valueerror f unable to find obj in sequence sequence ,return zero based index in the sequence of the last item whose value is equal to obj raises a valueerror if there is no such item parameters sequence sequence t obj t returns zero based index associated to the position of the last item equal to obj , returns a list of class pyspark instances instances
922,def self name ns uri f ret libxml2mod self o name ns uri f return ret ,register a python written function to the xpath interpreter , returns a list of class instances instances instances instances of a list of class instances instances instances instances
923,def evaluate accuracy data iterator net acc mx metric accuracy for data label in data iterator output net data predictions nd argmax output axis 1 predictions predictions reshape 1 1 acc update preds predictions labels label return acc get 1 ,function to evaluate accuracy of any data iterator passed to it as an argument , returns a list of strings
924,def recursive unicode obj any any a simple data structure converting byte strings to unicode supports lists tuples and dictionaries if isinstance obj dict return dict recursive unicode k recursive unicode v for k v in obj items elif isinstance obj list return list recursive unicode i for i in obj elif isinstance obj tuple return tuple recursive unicode i for i in obj elif isinstance obj bytes return to unicode obj else return obj ,walks a simple data structure converting byte strings to unicode supports lists tuples and dictionaries , returns a list of class instances instances
925,def new datetimeindex cls d this is called upon unpickling rather than the default which doesn't have arguments and breaks new if data in d and not isinstance d data datetimeindex avoid need to verify integrity by calling simple new directly data d pop data result cls simple new data d else with warnings catch warnings we ignore warnings from passing verify integrity false todo if we what was going in to d we might be able to go through simple new instead warnings simplefilter ignore result cls new cls verify integrity false d return result ,this is called upon unpickling rather than the default which doesn't have arguments and breaks new , returns a list of class instances instances instances instances
926,def is second run tracker path get not configured usage tracker path if not tracker path exists return false current pid get shell pid with tracker path open 'r' as tracker try info json load tracker except valueerror return false if not isinstance info dict and info get 'pid' current pid return false return get previous command or time time info get 'time' 0 const configuration timeout ,returns true when we know that fuck called second time , returns a dictionary of all fields in a dictionary
927,def get label cls self labels label cls callable none label delim str none kwargs return label cls or guess one from the first element of labels if label cls is not none return label cls if self label cls is not none return self label cls if label delim is not none return multicategorylist it index row labels 0 if isinstance it float np float32 return if isinstance try int it str integral return categorylist if isinstance it collection return multicategorylist return itemlist ,return label cls or guess one from the first element of labels , returns a list of class names
928,def qa util get trade gap start end start end qa util get real datelist start end if start is not none return trade date sse index end 1 trade date sse index start else return 0 ,, return a list of class google cloud bigquery
929,def to detach b tensors cpu bool true recursively detach lists of tensors in b put them on the cpu if cpu true if is listy b return to detach o cpu for o in b if not isinstance b tensor return b b b detach return b cpu if cpu else b ,recursively detach lists of tensors in b put them on the cpu if cpu true , returns a list of class pyspark instances instances
930,def qa util code tolist code auto fill true list arguments code type description keyword arguments auto fill bool default true returns list description if isinstance code str if auto fill return qa util code code else return code elif isinstance code list if auto fill return qa util code item for item in code else return item for item in code ,list arguments code type description keyword arguments auto fill bool default true returns list description , return a list of class google cloud bigquery
931,def make experiment tag orig tag config mutations resolved vars for k in mutations keys resolved vars config k config k return perturbed format orig tag format vars resolved vars ,appends perturbed params to the trial name to show in the console , create a new instance of a given file
932,def batch norm new params input shape rng axis 0 1 2 center true scale true kwargs del rng kwargs axis axis if np axis else axis shape tuple d for i d in enumerate input shape if i not in axis beta np zeros shape dtype 'float32' if center else gamma np ones shape dtype 'float32' if scale else return beta gamma ,helper to initialize batch norm params , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age spark spark select age 2 2 2 2 2 2 2 2 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems 1
933,def oldest frame self raw false get the oldest frame in the panel if raw return self buffer values self start index return self buffer iloc self start index ,get the oldest frame in the panel , returns a dictionary of all information in this instance
934,def evaluate emb emb labels d mat get distance matrix emb d mat d mat asnumpy labels labels asnumpy names for k in 1 2 4 8 16 names append 'recall d' k correct cnt 0 0 0 0 for i in range emb shape 0 d mat i i 1e10 argpartition d mat i k k if any labels i labels nn for nn in correct 1 cnt 1 append correct cnt return names ,evaluate embeddings based on recall k , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary
935,def self elem add a new node elem as the previous sibling of cur merging adjacent text nodes elem may be freed if the new node was already inserted in a document it is first unlinked from its existing context if the new node is attribute it is added into properties instead of children if there is an attribute with equal name it is first destroyed if elem is none elem o none else elem o elem o ret libxml2mod self o elem o if ret is none raise treeerror failed' tmp xmlnode obj ret return tmp ,add a new node elem as the previous sibling of cur merging adjacent text nodes elem may be freed if the new node was already inserted in a document it is first unlinked from its existing context if the new node is attribute it is added into properties instead of children if there is an attribute with equal name it is first destroyed , returns a list of class instances instances instances fields returns a list of class instances instances
936,def register plugin self   self focus changed connect self main plugin focus changed  self main add dockwidget self  self main console set help self   self internal shell self main console shell self console self main console ,register plugin in spyder's main window , add a new node to a node this is a blocking to be called when called on a thread which is called as a future
937,def validate metadata self existing self metadata c name for c in self values axes if c metadata is not none ,create validate metadata , returns a list of class instances
938,def persist self storagelevel storagelevel memory only set this rdd's storage level to persist its values across operations after the first time it is computed this can only be used to assign a new storage level if the rdd does not have a storage level set yet if no storage level is specified defaults to c memory only rdd sc parallelize b a c rdd persist is cached true self is cached true javastoragelevel self ctx getjavastoragelevel storagelevel self jrdd persist javastoragelevel return self ,set this rdd's storage level to persist its values across operations after the first time it is computed this can only be used to assign a new storage level if the rdd does not have a storage level set yet if no storage level is specified defaults to c memory only rdd sc parallelize b a c rdd persist is cached true , returns a list of class instances instances instances instances
939,def htmldoccontentdumpformatoutput self cur encoding format if cur is none cur o none else cur o cur o libxml2mod htmldoccontentdumpformatoutput self o cur o encoding format ,dump an html document , returns a list of class pyspark instances instances
940,def load keys database parameters keys with database snapshot as snapshot results snapshot execute sql 'select u id from s u' parameters 'table' for row in results keys append row 0 return keys ,loads keys from database , returns a list of class google cloud bigquery bigquery instance instance
941,def save and close enable self top left bottom right   self btn save and close setenabled true  self btn save and close true  self btn save and close setdefault true ,handle the data change event to enable the save and close button , load a string from a given file
942,def bbox to bbox return bbox 1 bbox 3 2 bbox 0 bbox 2 2 bbox 3 bbox 1 bbox 2 bbox 0 ,convert from corner bounding box to center shape , add a new node to a node this is a blocking to be called when called on a thread
943,def create database self populate the database with the tables from chatterbot ext sqlalchemy app models import base base metadata create all self engine ,populate the database with the tables , returns a list of class instances instances
944,def load caffe model desc model file load a caffe model you must be able to import caffe to use this function args model desc str path to caffe model description file prototxt model file str path to caffe model parameter file caffemodel returns dict the parameters with change env '2' import caffe caffe set mode cpu net caffe net model desc model file caffe test param dict net process logger info model loaded from caffe params join sorted param dict keys return param dict ,load a caffe model you must be able to import caffe to use this function args model desc str path to caffe model description file prototxt model file str path to caffe model parameter file caffemodel returns dict the parameters , returns a list of class google cloud bigquery bigquery reference reference rest v2 configuration configuration
945,def rle encode img nparraymask str return run length encoding string from img pixels np concatenate 0 img flatten 0 runs np where pixels 1 pixels 1 0 1 runs 1 2 runs 2 return ' ' join str x for x in runs ,return run length encoding string from img , convert a list of strings to a list of strings if possible
946,def self returns a possible group from the end of the call queue or none if no other methods are on the stack remove this method from the tail of the queue so we can add it to a group this method self call queue pop assert this method self determine if the tail of the queue is a group or just a regular ordered mock method group none try group self call queue 1 except indexerror pass return group ,returns a possible group from the of the call queue or none if no other methods are on the stack , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age spark spark select age 2 2 2 2 2 2 2 2 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems 1
947,def feature list check the library for compile time features the list of features are maintained in h and cc returns list list of class feature objects lib features c array ctypes pointer feature lib features size ctypes c size t check call lib ctypes byref lib features c array ctypes byref lib features size features lib features c array i for i in range lib features size value return features ,check the library for compile time features the list of features are maintained in h and returns list list of class feature objects , returns a list of class instances instances
948,def imagetransformerpp base 8l 8h big cond dr03 dan hparams imagetransformerpp sep channels 8l 8h hparams hidden size 512 hparams num heads 8 hparams filter size 2048 hparams batch size 4 hparams max length 3075 hparams layer prepostprocess dropout 0 3 hparams layer preprocess sequence none hparams layer postprocess sequence dan hparams summarize grads true hparams learning rate 0 01 return hparams ,big 1d model for conditional image generation 2 99 on cifar10 , hparams for training languagemodel lm1b32k params
949,def log text self text kw add a text entry to be logged during meth commit type text str param text the text entry type kw dict param kw optional additional keyword arguments for the entry see class google cloud logging entries logentry self entries append textentry payload text kw ,add a text entry to be logged during meth commit type text str param text the text entry type kw dict param kw optional additional keyword arguments for the entry see class google cloud logging entries logentry , returns a list of class instances
950,def clear self helper for clearing all the keys in a database use with caution for key in self conn keys self conn delete key ,helper for clearing all the keys in a database use with caution , returns a list of class instances instances instances instances of a list of class instances instances instances
951,def loads msgpack buf args buf the output of dumps since 0 6 the default max size was set to we change it to approximately 1g return msgpack loads buf raw false max bin len max msgpack len max array len max msgpack len max map len max msgpack len max str len max msgpack len ,args buf the output of dumps , returns a list of strings if a list of objects is a list of class google cloud bigquery row types returns a list of rows
952,def imdb display false return the imdb analysis training data in a nice package full data is at http ai edu data v1 tar gz paper to when using the data is http www aclweb org anthology with open cache github data url imdb train txt as f data f readlines y np ones 25000 dtype np bool y 0 return data y ,return the imdb analysis training data in a nice package full data is at http edu data v1 tar gz paper to when using the data is http www aclweb org anthology , returns a list of class google cloud bigquery bigquery instance instance instance returns a list of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query schemafield a dictionary of a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary
953,def try dump cnt self '''dump counters every 60 seconds''' now time time if now self last dump cnt 60 self last dump cnt now self dump cnt self print counter log ,dump counters every 60 seconds , returns a list of class instances
954,async def send friend request self coro sends the user a friend request note this only applies to non bot accounts raises forbidden not allowed to send a friend request to the user httpexception sending the friend request failed await self state http send friend request username self name discriminator self discriminator ,coro sends the user a friend request note this only applies to non bot accounts raises forbidden not allowed to send a friend request to the user httpexception sending the friend request failed , returns a list of class coro also parse a list of class exportentry instances
955,def decay self if self decay cost is not none return self decay cost costs if self device name is none for var in tf trainable variables if var op name find 0 costs append tf nn l2 loss var else for layer in self layers for var in layer params device self device name values if isinstance var tf variable and var op name find 0 costs append tf nn l2 loss var self decay cost tf multiply self hps weight decay rate tf add n costs return self decay cost ,l2 weight decay loss , returns a list of class instances instances instances fields returns a list of class instances instances
956,def erase end of line self esc or esc k '''erases from the current cursor position to the end of the current line ''' self fill region self cur r self cur c self cur r self cols ,erases from the current cursor position to the of the current line , returns a list of class instances instances instances instances of a list of class instances instances
957,def last cond n1 n2 arguments cond type description n1 type description n2 type description n2 1 if n2 0 else n2 assert n2 0 assert n1 n2 return cond iloc n1 n2 all ,arguments cond type description n1 type description n2 type description , returns a dictionary of a dictionary of a dictionary of each column name is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that is a dictionary of a dictionary of a dictionary that
958,def show previous blank lines block show the block previous blank lines set previous blank lines block previous while text strip '' and blocknumber 0 setvisible true previous ,show the block previous blank lines , add a new node to a node this is a blocking to be called when called on a thread which is called as a future
959,def get layout settings self   self editorsplitter get layout settings  return dict size self window size width self window size height  pos self pos x self pos y  is maximized self ismaximized  is fullscreen self isfullscreen  hexstate qbytearray to str self savestate  ,return layout state , returns a list of tuples
