,Function,Original Comment,Predicted comment
1608,public contenthandler getcontenthandler if this ch null this os null string if null setcontenthandler getcontenthandler this os return this ch ,returns the sax2 content handler for the viewer , returns the current instance of the current data in the current data set the current data is created from the current configuration data set the current data will be created return the current data set
1609,public boolean hasnext boolean nextflag false if beforeiterator null nextflag nextflag beforeiterator hasnext if afteriterator null nextflag nextflag afteriterator hasnext return nextflag ,returns true if the iteration has more elements in other words returns true if next would return an element rather than throwing an exception return true if the iteration has more elements , returns true if the graph is more elements in the graph return true if there is more more elements in the list
1610,public int return numofrows ,gets the maximal number of entries to be fetched 0 means all entries , returns the number of pushes in the group return the number of pushes in the history
1611,public int clearlimit int remainingbytes limitinplace false remainingbytes 1 return ,clear any limit set by setlimit after this call no limit checking will be made on any read until a setlimit call is made return the number of bytes within the limit that have not been read 1 if no limit was set , return the number of bytes in the hand return the number of bytes
1612,public boolean itridasseries series getseries no interpretation or no dating relative dating if series series getinterpretation return false switch series getinterpretation getdating gettype case absolute case with case return true case relative return false default new bug new illegalargumentexception dating type series getinterpretation getdating not supported return false ,return true if the sample is absolutely else false return true if the sample is absolutely , checks if the given level is a valid state return code true code if the information is valid
1613,public string if parameters null parameters length 0 return null else return parameters parameters length 1 ,get the parameter for the last component , get the name of the node return the string of the wizard author michael w floyd since 0 2
1614,public void suspendencoding throws java io ioexception flushbase64 this suspendencoding true end suspendencoding ,suspends encoding of the stream may be helpful if you need to embed a piece of base64 encoded data in a stream throws java io ioexception if there's an error since 1 5 1 , write a table to a stream this will be called when a call to call it throws ioexception
1615,public void list tridasfile files this files files ,sets the value of the files property param files allowed object is link tridasfile , sets the current level of the database param transform the new port
1616,public void documenttype this documenttype string null ,sets the document type for this instance also invalidate the cached string representation param the document type for this instance , sets the name of the tag to be used for example object param root the object to be added to the
1617,public border getborder return border ,overrides code jcomponent code to returns the current border , returns the bounds of the decoration day names
1618,public string getname return i18n gettext statistics tscore ,return a prettier name for this cross t score return the name of this cross t score , returns the name of the field
1619,private long int pixel int pixel int getcurrentxpixel if 0 spectrogrampanels 0 getwidth return long getxduration spectrogrampanels 0 getwidth ,used to get the time in milliseconds from a pixel number when the user clicks on the display since the display is wrapping around this time is always going to be less than the below param pixel return time in milliseconds , convert a new into a real position in the given list param x x coordinate param y y coordinate param y y coordinate of the board return y coordinate of the given
1620,public gpbarfactory return barfactory ,returns the barfactory return , gets the value of the attribute property return possible object is link string
1621,public void string value this coveragetemporal value ,sets the value of the coveragetemporal property param value allowed object is link string , sets the value of the variable property param value allowed object is link string
1622,protected void addcontractpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui substitution contract feature non nls 1 getstring ui propertydescriptor description ui substitution contract feature ui substitution type non nls 1 non nls 2 non nls 3 umlpackage literals substitution contract true null null null ,this adds a property descriptor for the contract feature begin user doc user doc generated , this adds a property descriptor for the is at feature begin user doc
1623,public boolean equals object object if object instanceof event end return false event end target event end object return event aresame uri target uri event aresame lname target lname ,examine equality against specified object p this method is overriden not for searing but for examination p , compares this object with the specified object this method compares the specified object and compares the specified code equal code and the other class are equal to this object and returns the same key that the specified object is equal to this class param other the key to check equality of this object return true if the specified object is equal to this class
1624,public void requestdata try sendheader int player msgtype req player player req data 0 os flush catch ioexception e throw new playerexception playerclient couldn't request data e tostring e ,configuration request get data br br when the server is in a player datamode pull data delivery mode the client can request a single round of data by sending a player player req data request , request reply query br br send the player of the player limb send the player
1625,public string getpresentationname return ,returns the presentation name of this edit see javax swing undo undoableedit getpresentationname , returns the description of the description of the class return description of the return value
1626,protected void if listener null listener cellmodifierchanged this ,ask our parent to repaint , called when the mouse button is pressed
1627,public void setlabel string label ,sets button's label param label , sets the name of the module
1628,public void setvisible boolean aflag boolean oldvalue isvisible super setvisible aflag firepropertychange visible oldvalue isvisible ,extends the super method by firering the boolean property change visible param aflag true to make the component visible , sets the visibility of the glyph param enabled the new enabled value
1629,public int or int b synchronized lock value value b return value ,set value to value b return the new value , set the value of the new value return the new value
1630,public string string filename if filename null throw new illegalargumentexception filename was null bufferedreader in null stringbuffer str new stringbuffer string tmp null try in new bufferedreader new filereader filename while tmp in readline null str append tmp n in close catch ioexception e log error error reading text from filename e return error reading text from filename return str tostring ,reads the contents of a text file and returns it as a string param filename of file ro read from return a string with the text of the file throws illegalargumentexception code if filename null code , returns the directory that is being applied to the given directory param filename the resource name of the directory return the directory directory as a string
1631,public void setmodel int model getmodellist setselectedindex model revalidate ,set the computer model param model , sets the current selection in the model param index the new path
1632,public boolean storesuppercasequotedidentifiers throws sqlexception return true ,does the database store mixed case quoted sql identifiers in upper case a jdbc compliant driver will always return true return true if so throws sqlexception document me , can a catalog name be used in a procedure call statement return true if so throws sqlexception document me
1633,public integer getlatitudemin int degrees getlatitudedeg intvalue int minutes int this latitude floatvalue degrees 60 return new integer minutes ,gets the minutes value of this objects latitude return latitude minutes , returns the number of objects in this measure return the number of this measure
1634,public void int col int row int statemask ,is called if a non fixed cell is selected gets the focus see ktable for an explanation of the term fixed cells param col the column of the cell param row the row of the cell param statemask the modifier keys that where pressed when the selection happened , sets the cell at the given index param col the row to set
1635,public int getlinenumber return linenumber ,get the current line number , returns the number of the elements in this list return the number of elements in this list
1636,public void clear string oldvalue synchronized this if isempty nothing changes return oldvalue value value new string 0 0 dispatch event outside synchronized block if clearevent null clearevent jscdataevent valueofemptystate this true if eventsupport null return geteventsupport dispatchevent clearevent geteventsupport dispatchevent jscdataevent valueofchanged this oldvalue new string 0 0 ,clears code this code data object fires ul li code jscdataeventtypes empty state code event li code jscdataeventtypes value changed code event ul if it was not empty before after calling this method code isempty code returns code true code , clears all the current selection and sets the current selection
1637,public void rule rowrule this rowrule rowrule ,sets the rowrule param rowrule the rowrule to set , sets the current row in the current set
1638,private void write byte data throws ioexception interruptedexception byte request new byte data null data length 4 4 request 0 if data null request 1 byte data length 0xff request 2 byte data length 0xff system arraycopy data 0 request 3 data length else request 1 0 request 2 0 request request length 1 crc request output write request output flush ,write some bytes to the suunto param data the bytes throws ioexception thrown in case of a communication error , write a bytes to a file in bytes param bytes the bytes to write throws ioexception
1639,protected void addcontainerpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui transition container feature non nls 1 getstring ui propertydescriptor description ui transition container feature ui transition type non nls 1 non nls 2 non nls 3 umlpackage literals transition container true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the container feature begin user doc user doc generated , this adds a property descriptor for the is replace all feature begin user doc
1640,public void t t newone int ind subdetections indexof if ind 0 addsubdetection newone else subdetections remove removesuperdetection this subdetections add ind newone newone addsuperdetection this ,replace a sub detection in an event p if the original sub detection does not exist then the new one is added anyway param old sub detection param newone new sub detection , sets the current size of the scroller in the list of the queue this is used to put any data for a block param block the new list of the data to set
1641,public string tostring todo put information in the e g is this an exceptionhandler is this a ret is this the start of a subroutine string ret getinstruction tostring false t instructioncontext return ret ,returns a simple string representation of this instructioncontext , this method is used to get the current name of the current node return a string representation of the object
1642,public void removerelationshipmodel relationshipmodel rmodel models get rmodel getsourcetype get rmodel gettargettype remove rmodel getpartclass getname ,removes a model from the cache param rmodel the model , adds a new code relationshipmodel code to the list of listeners param b code true code if the relationship is selected and code false code otherwise
1643,protected void addnestednodepropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui node feature non nls 1 getstring ui propertydescriptor description ui node feature ui node type non nls 1 non nls 2 non nls 3 umlpackage literals node nested node true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the nested node feature begin user doc user doc generated , this adds a property descriptor for the is replace all feature begin user doc
1644,public void setfieldsvisible boolean newvalue getactionbar setvisible newvalue customercompanynamelabel setvisible newvalue orderdatelabel setvisible newvalue purchaseordernumlabel setvisible newvalue getcustomercompanynamevalue setvisible newvalue getorderdatevalue setvisible newvalue getpurchaseordernumvalue setvisible newvalue ,set the visiblity of all fields values and labels param newvalue true or false , set the visiblity of the fields param newvalue the new value of the visiblity
1645,public void throws exception resultgenerator new resultgenerator final class c new class 2 c 0 class forname java lang string c 1 class forname java io inputstream final method method getclass getdeclaredmethod modify c final object params null null method setaccessible true try method invoke params fail the underlying method should raise an exception catch invocationtargetexception success success ,test method for 'org simbio resultgenerator modify string inputstream ' note that the method is private should raise an exception throws exception , test method for 'org simbio sim dm serialize protocolparser getexchanger ' 'protocolparsermake' has no tag should be ok
1646,public void boolean isdisabled isdisabled ,specifies whether the return value is disabled param isdisabled true if the selector response return value is to be off false otherwise , set the visiblity of whether this property is true param value the new value of the button
1647,private void mniaboutbox actionperformed java awt event actionevent actionevent new aboutdialog this db schema analyzer getversion 2004 null ,show about dialog , this method is called when the button is pressed
1648,public collection getchildrenfeatures object object if childrenfeatures null super getchildrenfeatures object childrenfeatures add umlpackage literals artifact nested artifact childrenfeatures add umlpackage literals artifact manifestation childrenfeatures add umlpackage literals artifact owned operation childrenfeatures add umlpackage literals artifact owned attribute return childrenfeatures ,this specifies how to implement link getchildren and is used to deduce an appropriate feature for an link org eclipse emf edit command addcommand link org eclipse emf edit command removecommand or link org eclipse emf edit command movecommand in link createcommand begin user doc user doc generated , this specifies how to implement link getchildren and is used to deduce an appropriate feature for an link org eclipse emf edit command addcommand link org eclipse emf edit command removecommand or link org eclipse emf edit command movecommand in link createcommand begin user doc
1649,public void startprogram uri lookupuri jdialog new jdialog jpanel jpanel lookup lookupuri if null else getcontentpane add setsize 500 500 setvisible true tofront settitle view lookupuri ,should be in the mime handler param lookupuri , sets the default properties for the specified code argument code
1650,public double getheight return height ,returns the overall height of this gridellipse in double precision return the height of this gridellipse , gets the minimum size of the window return the preferred size of the image
1651,public getges return visiblelocality ,return the current visible locality , gets the value of the project property return possible object is link string
1652,public boolean return preferenceutils pref auto refresh default auto refresh ,whether or not changes to the should automatically be applied to the view , checks if the given level is valid return true if the module is valid
1653,public boolean supportsgroupbybeyondselect throws java sql sqlexception return true ,can a group by clause add columns not in the select provided it specifies all the columns in the select return true if so throws java sql sqlexception document me , are null values sorted at the start regardless of sort order return true if so throws java sql sqlexception document me
1654,public string gettext object object string label timeexpression object getname return label null label length 0 getstring ui timeexpression type non nls 1 getstring ui timeexpression type label non nls 1 non nls 2 ,this returns the label text for the adapted class begin user doc user doc generated , this returns the label text for the adapted class begin user doc
1655,public boolean supportscoresqlgrammar return false ,is the odbc core sql grammar supported return true if so , are subqueries in outer join supported return true if so
1656,protected void addlocationpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui image location feature non nls 1 getstring ui propertydescriptor description ui image location feature ui image type non nls 1 non nls 2 non nls 3 umlpackage literals image location true itempropertydescriptor generic value image null null ,this adds a property descriptor for the location feature begin user doc user doc generated , this adds a property descriptor for the is at the target feature begin user doc
1657,private void string name string value xml append name tag quote value tag quote ,encodes an attribute and its value in xml , this will set the name of the code attribute code param name the name of the attribute to retrieve param value the value of the attribute
1658,public int compareto card obj int retval 0 if obj instanceof card card other card obj if this getvalue other getvalue retval 1 else if this getvalue other getvalue retval 0 else retval 1 return retval ,compares this object with the specified object for order returns a negative integer zero or a positive integer as this object is greater than equal to or less than the specified object param obj the object to compare to return 1 if if obj is less than zero if it is equal and 1 if it is greater than this object see java lang comparable compareto java lang object , compares this object with the specified object this is a compare at the specified position and obj param obj the object to compare return code true code if the first character is a negative or zero less than the specified code visualobject code throws classcastexception if the specified object is less than or equal to this object
1659,public component createcomponent element element return createcomponent element null ,calls the other createcomponent method with a null xmlpanel parameter see createcomponent element xmlpanel param element xml element that is to represent the component return , this adds a property descriptor for the element feature begin user doc
1660,public enumeration getrows return this rows null this rows elements null ,retrieves the list of rows found in the data file return row iterator iterator can be used by boolean hasnext method object next method , gets the code collection code of this node return the code string code of this node
1661,public attributelist string bid string string kind string string attributelist attrs new attributelist attrs add basket id bid if ch softenvironment util stringutils isnullorempty attrs add if ch softenvironment util stringutils isnullorempty kind attrs add kind kind if ch softenvironment util stringutils isnullorempty attrs add if ch softenvironment util stringutils isnullorempty attrs add return attrs ,xsd attribute name bid type iliid use required xsd attribute name type xsd string xsd attribute name kind type xsd string xsd attribute name type xsd string xsd attribute name type xsd string , replace the given string with the specified name from the list param p an string representation of the experiment in case case the experiment is not found the value is returned return the value of the experiment with the given position
1662,public void setabsolutelocation int x int y setabsolutelocation new point x y ,sets the bendpoint's initial location in the editor param x the x coordinate of the location param y the y coordinate of the location , sets the x y coordinate of the x axis param x the y coordinate of the x param y the y coordinate of the position
1663,public void char ,sets this set of characters triggering the activation of the completion proposal computation param the activation set , sets the current size of the current character in the current array
1664,public string getconfig configkeys key if key null throw new illegalargumentexception argument was null if configmap containskey key object o configmap get key if o null return o tostring return null ,get a configuration value for a key param key that defines type of setting return a string containing the setting associated with code key code or code null code if the key is not contained throws illegalargumentexception code if key null code , this method is called when the key is not the disk
1665,public void notifychanged notification notification updatechildren notification switch notification getfeatureid durationobservation class case umlpackage duration observation first event firenotifychanged new viewernotification notification notification getnotifier false true return super notifychanged notification ,this handles model notifications by calling link updatechildren to update any cached children and by creating a viewer notification which it passes to link firenotifychanged begin user doc user doc generated , this handles model notifications by calling link updatechildren to update any cached children and by creating a viewer notification which it passes to link firenotifychanged begin user doc
1666,private void divetime 0 ,reset the dive time to the starting point , missing method documentation
1667,public boolean getattributeasboolean string attr try return boolean parseboolean getattribute attr catch numberformatexception e system err println e getmessage return false ,retrieves an attribute value by name param name the name of the attribute to retrieve return the attribute value as a code boolean code see org w3c dom element getattribute java lang string , retrieves the name of the attribute with the given name param name the name of the attribute to retrieve return the attribute value as a code boolean code see org w3c dom element getattribute java lang string
1668,public class getcolumnclass int column if column 2 return imageicon class return super getcolumnclass column ,returns the column class type param column return , returns the column name of the column object see java lang object tostring
1669,protected void addfilenamepropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui artifact filename feature non nls 1 getstring ui propertydescriptor description ui artifact filename feature ui artifact type non nls 1 non nls 2 non nls 3 umlpackage literals artifact file name true itempropertydescriptor generic value image null null ,this adds a property descriptor for the file name feature begin user doc user doc generated , this adds a property descriptor for the is replace all feature begin user doc
1670,public string string args string returnstring for string s args returnstring s if returnstring length 2 returnstring returnstring substring 0 returnstring length 2 return returnstring else return ,this method takes creating the arguments tag in the following line element name stopwatch setname arguments index name , replace the specified string with the specified name in the string param str the string to be removed from the quotes return the added string
1671,public void int col this idcol col ,specifies which column that holds the unique requirements id param col , missing method documentation param row missing method parameter documentation
1672,public void spectrogramgroup removechild spectro2d ,remove the 2d spectrogram from the graph , remove all the elements from the list
1673,protected boolean zipfile file try file close catch ioexception e adderror nls bind datatransfermessages zipimport file getname e return false return true ,attempts to close the passed zip file and answers a boolean indicating success , read tag generate attribute attribute path from file protocol return true if file throws java io ioexception
1674,public void year value this pithyear value ,sets the value of the pithyear property param value allowed object is link year , sets the value of the value property param value allowed object is link bigdecimal
1675,private jcheckbox if null new jcheckbox settext view return ,this method initializes return javax swing jcheckbox , this method initializes this return javax swing jbutton
1676,public laserinterface playerclient pc short indexofdevice super pc device player laser code index indexofdevice for int i 0 i range length i range i 0 intensity i 0 ,constructor for param pc a reference to the playerclient object param indexofdevice the index of the device , constructor for objects param pc a reference to the playerclient object param indexofdevice the index of the device
1677,public boolean asynctcpparams if isrunning sendbuffersize sendbuffersize receivebuffersize receivebuffersize return true return false ,sets all parameter values to those contained in argument code note that this method may fail if the associated asynctcp instance is already in use param the parameters to be copied return code true if the parameters are copied successfully code false otherwise , check if data is available return true if ready false if not ready
1678,public void setobject string value this object value ,sets the value of the object property param value allowed object is link string , sets the value of the field property param value allowed object is link string
1679,public void testcompareto m big new rankedpokerhand pokerhandrank full house m small new rankedpokerhand pokerhandrank full house todo add tests here for all hand types to test 1 0 1 for each ,test the compareto method this method should determine the higher rank of two hands and do this based on kicker if the are equal , set the current data in the data set to the new data set
1680,public quietoption return quietness ,get the quietness option for commands , returns the current instance of the class return the current value of the class
1681,protected compoundfilterwhereclause getfilterwhere return null ,returns the filter where clause to override in subclasses return , returns the current table of the current user
1682,public string getstring int b1 int b2 the data as a bit character string take bits at a time and get then look up the character string string new string int i1 i2 i1 b1 i2 i1 5 int n char ch while i2 b2 n getunsignedinteger i1 i2 ch n string ch i1 i2 1 i2 i1 5 return string ,gets a string based on packed bits from an ais string using the 6 bit ascii character set param b1 first bit from ais nmea data param b2 last bit from ais nmea data return character string , returns the current value of the item in the given range this method is used by the link interface it does not create the link com barandis util date return the formatted string throws illegalargumentexception if the given range is not found
1683,protected void addreceiveeventpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui message feature non nls 1 getstring ui propertydescriptor description ui message feature ui message type non nls 1 non nls 2 non nls 3 umlpackage literals message receive event true null null null ,this adds a property descriptor for the receive event feature begin user doc user doc generated , this adds a property descriptor for the is remove feature begin user doc
1684,protected void addtemplatebindingpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui templateableelement templatebinding feature non nls 1 getstring ui propertydescriptor description ui templateableelement templatebinding feature ui templateableelement type non nls 1 non nls 2 non nls 3 umlpackage literals templateable element template binding true null null new string org eclipse ui views properties expert non nls 1 ,this adds a property descriptor for the template binding feature begin user doc user doc generated , this adds a property descriptor for the is remove feature begin user doc
1685,public void throws exception testall 128 true ,test in ring scheme with nside 128 throws exception , test method for 'org simbio sim dm serialize protocolparser getexchanger ' 'protocolparsermake' has no tag should be ok
1686,public object getimage object object return overlayimage object getresourcelocator getimage full obj16 creationevent non nls 1 ,this returns gif begin user doc user doc generated , this returns the property descriptors for the adapted class begin user doc
1687,public void setrequest wsirequest value this request value ,sets the value of the request property param value allowed object is link wsirequest , sets the value of the value property param value allowed object is link pos
1688,public object getdefaultsforclass class clazz return get clazz ,return a default object for this class if one exists , returns the type of the code namespace code that is mapped to the given type this is not a code null code return the first element
1689,public void addselectioncell object cell if cell null addselectioncells new object cell ,adds path to the current selection if path is not currently in the selection the treeselectionlisteners are notified this has no effect if code path code is null param path the new path to add to the current selection , sets the path of the cells to the given path param path the path to be added to the selection
1690,public void disconnect object edge boolean source connections add new connection edge null source edges add edge ,disconnect code edge code from code port code code source code indicates if code port code is the source of code edge code the previous connections between code edge code and its source or target in the set is replaced , unassociate edge from comment generated
1691,public void drawobjects graphics g get the current environment environment env clientguiengine getenvironment draw all the objects in the environment if field isdrawingobjects for int i 0 i env numberofobjects i baseobject curr env getobject i draw2dsmallfunction function guifunctionfactory getsmalldrawfunction curr getclass if function null function execute curr g ,draws all the objects in the environment param g , draws the environment param g the graphics to be removed
1692,protected void exception e if e instanceof invocationtargetexception invocationtargetexception ie invocationtargetexception e e exception ie getcause messagedialog openerror getshell error title e getmessage ,handles exceptions that occur when dialogs are closing param e the exception , this is called when the user has been called by the implementation of the queue it is called by the application method of the queue
1693,public boolean if false return true return false ,check if audio sample data is available return true if ready false if not ready , is the odbc extended sql grammar supported return true if so
1694,public long getlastmodified return lastmodified ,returns the time of the last modification made to the page , returns the minimum value of the day property return possible object is link int
1695,public int getelementcount return elements length ,returns the number of elements of the current path example pre new path getelementcount returns 0 new path home user getelementcount returns 2 new path user getelementcount returns 2 return the number of elements the current path has , return the number of edges in the cumulative vector
1696,private string layout layout null try new layout false catch exception e error creation impossible null return ,sets logger file with a given file param log file name param layout file layout log4j return the corresponding file appender object , add a new component to the form
1697,synchronized public visualobject getparent return parent ,returns a reference to the code visualobject code in which this one is embedded or null if this instance is not embedded return a reference to the code visualobject code in which this one is embedded or null if this instance is not embedded , returns the port of the edge
1698,private double double bin return phirange 0 bin phistep ,convert a bin into an angle param bin bin index return angle , get the maximum of the angle return the angle of the bin
1699,public void tofront object cells graphmodellayeredit edit createlayeredit cells graphmodellayeredit front if edit null edit execute postedit edit ,brings code cells code to front , clears the selection
1700,public double int i double max double max value double min double max value long npix 12 nside nside for int u 0 u npix u double val this map i u getvalue if val min min val if val max max val return min ,gets the min map item param i the i return the min map item , missing method documentation param i missing method parameter documentation return missing return method documentation
1701,public float return this m power ,returns the power of the dash return the power of the dash author michael w floyd since 0 2 , get the current value of the current direction return the current value of the current point
1702,public void string regex throws if regex null equals regex i equals regex pattern null original regex regex return delete any double etc i strings caused by a bug in a previous version while regex startswith i i regex regex substring 4 if regex startswith i type equals local regex i regex force all server web link matches to be case insensitive original regex regex pattern pattern compile regex ,sets the regular expression that must be matched the special value b null b is also allowed and matches every string if the regex does not begin with i then this will be pre automatically to generate a case insensitive pattern if you want a case sensitive pattern your regex with i and this will cancel out the effect of the i flag , sets the default format for the given string param name the name of the tag to be set
1703,public void system out println replace path instance new path a b c instance instance replace 1 d assertequals instance new path a d c instance instance replace 2 e assertequals instance new path a d e ,test of replace method of class org meshcms util path , test method for 'org simbio sim dm serialize protocolparser ' ' 'protocolparsermake' has no tag should raise an exception
1704,public void setpath string name setcurrentdirectory new file name ,sets the path param name the new path , sets the name of the content in the content
1705,public object last if empty logolink cur head while cur next null cur cur next return cur data else if logoerrors throw new runtimeexception last does not like as input else throw new runtimeexception cannot use last on an empty list ,returns a reference to the last object in the list return object , returns the last node in the list of the first node
1706,public event getparent return parent ,get the parent event that triggered the execution of this thread , creates a new empty code edge code
1707,public string return this supplierid ,gets the supplierid attribute of the item object return the supplierid value hibernate property column supplier id , gets the value of the lang property return possible object is link string
1708,public void setalpharate float rate this fltfadeamt new float rate floatvalue if this fltfadeamt 0 this fltfadeamt 0 else if this fltfadeamt 1f this fltfadeamt 1f ,set the rate at which the fade transition occurs param rate a value of the step size for the transition between 0 and 1 , set the current admissible command for the current position param n the new value of the new position
1709,public void string this ,the platform specific field name can be overridden in components xml file , sets the name of the module
1710,public void addchildren wikidocument children if children null return getchildren add children children setparent this ,associate wikidocument with wikidocument generated , unassociate member from member generated
1711,public void addactionlistener actionlistener l listenerlist add actionlistener class l ,adds an code actionlistener code to the panel this actionlistener will receive notification from every in the panel param l the code actionlistener code to be added , adds a listener to the list param l the listener to add
1712,public void setdirection boolean direction this direction direction ,set sequence orientation relative to reference true same direction forward false different direction reverse , sets the alignment of the flag to the given position param row the row to set
1713,protected void potentiallygranted false ,clear the potentially granted flag mt single thread required , called when the user has been called after the user is closed
1714,public void notifystreamlisteners byte buffer notifystreamlisteners buffer 0 true ,notifies stream listeners of write , sets the output stream to use for the buffer
1715,protected void addsignalpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui reception signal feature non nls 1 getstring ui propertydescriptor description ui reception signal feature ui reception type non nls 1 non nls 2 non nls 3 umlpackage literals reception signal true null null null ,this adds a property descriptor for the signal feature begin user doc user doc generated , this adds a property descriptor for the is at feature begin user doc
1716,private heatmap if custom heatmap null bottom color is not same as background so it remains visible color bottom color heatmap getbackground getforeground 0 20f custom heatmap heatmap custom bottom color getforeground return custom heatmap ,returns a heatmap that between colors based on getcolor and the color at the low of the heatmap will be slightly different from the background color so that it can be distinguished from it this will return a heatmap even if is false , this method initializes return
1717,protected void addorderingpropertydescriptor object object itempropertydescriptors add createitempropertydescriptor composeableadapterfactory adapterfactory getrootadapterfactory getresourcelocator getstring ui objectnode ordering feature non nls 1 getstring ui propertydescriptor description ui objectnode ordering feature ui objectnode type non nls 1 non nls 2 non nls 3 umlpackage literals object node ordering true itempropertydescriptor generic value image null null ,this adds a property descriptor for the ordering feature begin user doc user doc generated , this adds a property descriptor for the is at the first feature begin user doc
1718,public void super if null null initialize new for int i 0 i i i new this plotdisplay values i bufferrebuildflag true ,resets the screen state see org simbio sim analyzer visualizeanalyzer , set the current state of the current graph
1719,public jpanel getpluginpanel return ,returns the main plugin panel return , gets the value of the normaltridas property return possible object is link serieslink
1720,public int slot if slot 0 slot length throw new assertionviolatedexception slot number for local variable information out of range return slot ,returns the for the given slot , get the index of the column in the given index param index the index of the array of the array of the array return index of the object that is to be stored at the list of the given index in the list of the first occurrence of the first in the list of the list in the list of the array in the list of this vector
1721,public object string id return this get id for int i 0 i this experimentstatusqueue size i if experimentqueueobject this experimentstatusqueue get i getid equals id return this experimentstatusqueue get i return null ,returns the queue object associated with a given experiment id param id the experiment id of the experiment to retrieve from the queue return the experiment with the given id , returns the property string for this code props code param props the property name return the property value as a code string code see org w3c dom element getattribute java lang string
1722,private string getencoding try open the file bufferedreader in new bufferedreader new filereader xmlfile string line for all lines in the xml file while line in readline null if it is the xml header if line tolowercase matches s xml extract the encoding if found pattern pattern pattern compile encoding s s matcher matcher pattern matcher line tolowercase if matcher matches close the reader in close return the encoding found return matcher group 1 close the reader in close catch ioexception e e printstacktrace return utf 8 ,returns the original encoding set in the xml file this implementation is a dirty one while there is no clean way to determine the encoding if no encoding setting the xml header was found utf 8 is assumed return the encoding for the current file , returns the file name of the file
1723,public int long len this position len return int len this is safe as this is only ,skip over a length encoded string return the position past the of the string , calculate the given index to a byte array param index return
1724,public string adddisseminator string itempid dstreambinding binding throws exception logger debug entering adddisseminator itempid string maapi adddisseminator itempid binding binding getbmechpid binding getlabel binding getdatastreambindingmap binding getstate added via elated logger debug exiting adddisseminator return ,adds a disseminator param itempid param binding return throws exception , parses the given directory from the specified path param pid string throws saxexception return string of the directory that is not found in the given directory
1725,public void ch softenvironment jomm dbnlsstring if null settext settooltiptext aktuell ohne else string language locale getdefault getlanguage settext language settooltiptext aktuell language ,method generated to support the promotion of the dbnlsstring attribute param arg1 ch softenvironment jomm dbnlsstring , sets the relationship param relationship the relationship to set
1726,private jcombobox if cbodistanceunit null cbodistanceunit new jcombobox cbodistanceunit setmaximumrowcount 2 cbodistanceunit setsize new java awt dimension 85 20 cbodistanceunit setlocation new java awt point 200 30 return cbodistanceunit ,this method initializes return javax swing jcombobox , create a new object for the specified object return the new map
1727,public void statechanged changeevent e if 1 this gettabcount this false getselectedindex if 1 this true ,invoked when a tab is selected , updates the selection object this method is called when a change action is changed param e the event event
1728,public void refdelete java util collection value getqualifier if value null javax jmi reflect refobject values javax jmi reflect refobject value toarray new javax jmi reflect refobject value size for int n 0 n values length n values n refdelete if superclassproxy0 null superclassproxy0 refdelete super refdelete ,removes all references to this object and calls superclass proxies to do the same , removes all references to this object and calls superclass proxies to do the same
1729,public void throws exception resultgenerator new resultgenerator final class c new class 2 c 0 class forname java lang string c 1 class forname java io inputstream final method method getclass getdeclaredmethod modify c final object params null new fileinputstream src xml terashima et al 2006 fig 5 make xml method setaccessible true try method invoke params catch invocationtargetexception e fail the underlying method raise an exception ,test method for 'org simbio resultgenerator modify string inputstream ' note that the method is private should be ok throws exception , test method for 'org simbio sim dm serialize protocolparser getexchanger ' 'protocolparsermake' has no tag should be ok
